datadate,tic,conm,cshtrd,prccd,prchd,prcld,prcod
04/10/2021,MSFT,MICROSOFT CORP,31306770,283.11,287.75,280.25,287.4
05/10/2021,MSFT,MICROSOFT CORP,24642200,288.76,290.398,284.0464,284.0464
06/10/2021,MSFT,MICROSOFT CORP,27962080,293.11,293.63,285.5093,285.78
07/10/2021,MSFT,MICROSOFT CORP,20412460,294.85,296.64,293.92,295.175
08/10/2021,MSFT,MICROSOFT CORP,17676770,294.85,296.6409,293.76,296.219
11/10/2021,MSFT,MICROSOFT CORP,19281950,294.23,297.97,292.745,292.92
12/10/2021,MSFT,MICROSOFT CORP,17949810,292.88,295.44,292.35,295.34
13/10/2021,MSFT,MICROSOFT CORP,23412520,296.31,297.28,293.49,294.91
14/10/2021,MSFT,MICROSOFT CORP,27231120,302.75,303.27,297.83,299.21
15/10/2021,MSFT,MICROSOFT CORP,25296670,304.21,304.45,300.5191,302.34
18/10/2021,MSFT,MICROSOFT CORP,22546430,307.29,308.21,302.69,303.57
19/10/2021,MSFT,MICROSOFT CORP,17647260,308.23,309.3,307.22,308.348
20/10/2021,MSFT,MICROSOFT CORP,16517390,307.41,309.7,306.11,309.21
21/10/2021,MSFT,MICROSOFT CORP,16870150,310.76,311.02,306.36,307.17
22/10/2021,MSFT,MICROSOFT CORP,17435380,309.16,311.09,307.8,310.4
25/10/2021,MSFT,MICROSOFT CORP,17520630,308.13,309.4,306.46,309.36
26/10/2021,MSFT,MICROSOFT CORP,27311920,310.11,312.395,308.5967,311
27/10/2021,MSFT,MICROSOFT CORP,52528110,323.17,326.0973,316,316
28/10/2021,MSFT,MICROSOFT CORP,26250770,324.35,324.87,321.3601,324.325
29/10/2021,MSFT,MICROSOFT CORP,34736530,331.62,332,323.9,324.13
01/11/2021,MSFT,MICROSOFT CORP,27026050,329.37,331.49,326.37,331.355
02/11/2021,MSFT,MICROSOFT CORP,26461500,333.13,333.45,330,330.31
03/11/2021,MSFT,MICROSOFT CORP,21476860,334,334.9,330.65,333.9
04/11/2021,MSFT,MICROSOFT CORP,23977660,336.44,336.54,329.51,332.89
05/11/2021,MSFT,MICROSOFT CORP,22558800,336.06,338.79,334.4217,338.51
08/11/2021,MSFT,MICROSOFT CORP,20877040,336.99,337.65,334.44,337.3
09/11/2021,MSFT,MICROSOFT CORP,21266040,335.95,338.72,334.53,337.107
10/11/2021,MSFT,MICROSOFT CORP,25454730,330.8,334.6303,329.92,334.57
11/11/2021,MSFT,MICROSOFT CORP,16831890,332.43,333.7746,330.51,331.25
12/11/2021,MSFT,MICROSOFT CORP,23794090,336.72,337.23,333.79,333.92
15/11/2021,MSFT,MICROSOFT CORP,16701010,336.07,337.88,334.034,337.54
16/11/2021,MSFT,MICROSOFT CORP,20737290,339.51,340.67,335.51,335.68
17/11/2021,MSFT,MICROSOFT CORP,18826700,339.12,342.19,338,338.94
18/11/2021,MSFT,MICROSOFT CORP,22429590,341.27,342.45,337.12,338.18
19/11/2021,MSFT,MICROSOFT CORP,21930300,343.11,345.1,342.2,342.64
22/11/2021,MSFT,MICROSOFT CORP,30992360,339.83,349.67,339.55,344.62
23/11/2021,MSFT,MICROSOFT CORP,30407860,337.68,339.45,333.56,337.05
24/11/2021,MSFT,MICROSOFT CORP,21275080,337.91,338.16,333.911,336.28
26/11/2021,MSFT,MICROSOFT CORP,24217240,329.68,337.93,328.12,334.35
29/11/2021,MSFT,MICROSOFT CORP,28310220,336.63,339.03,334.74,334.94
30/11/2021,MSFT,MICROSOFT CORP,42804180,330.59,337.78,328.99,335.32
01/12/2021,MSFT,MICROSOFT CORP,33316140,330.08,339.28,329.39,335.13
02/12/2021,MSFT,MICROSOFT CORP,30729170,329.49,333.49,327.8028,330.3
03/12/2021,MSFT,MICROSOFT CORP,40862650,323.01,332.7,318.03,331.99
06/12/2021,MSFT,MICROSOFT CORP,29931320,326.19,327.45,319.23,323.95
07/12/2021,MSFT,MICROSOFT CORP,30882190,334.92,335.8,330.1,331.64
08/12/2021,MSFT,MICROSOFT CORP,24734150,334.97,335.5,330.8,335.31
09/12/2021,MSFT,MICROSOFT CORP,22185880,333.1,336.489,332.12,334.41
10/12/2021,MSFT,MICROSOFT CORP,38069070,342.54,343,334.79,334.98
13/12/2021,MSFT,MICROSOFT CORP,28536640,339.4,343.79,339.08,340.68
14/12/2021,MSFT,MICROSOFT CORP,43856780,328.34,334.64,324.11,333.22
15/12/2021,MSFT,MICROSOFT CORP,35289930,334.65,335.19,324.5,328.61
16/12/2021,MSFT,MICROSOFT CORP,34960680,324.9,336.76,323.02,335.71
17/12/2021,MSFT,MICROSOFT CORP,47586390,323.8,324.92,317.25,320.88
20/12/2021,MSFT,MICROSOFT CORP,28286780,319.91,322.8,317.57,320.05
21/12/2021,MSFT,MICROSOFT CORP,24714330,327.29,327.73,319.8,323.29
22/12/2021,MSFT,MICROSOFT CORP,24680680,333.2,333.605,325.75,328.3
23/12/2021,MSFT,MICROSOFT CORP,19323000,334.69,336.39,332.73,332.75
27/12/2021,MSFT,MICROSOFT CORP,19912880,342.45,342.48,335.43,335.46
28/12/2021,MSFT,MICROSOFT CORP,15627450,341.25,343.81,340.32,343.15
29/12/2021,MSFT,MICROSOFT CORP,15020810,341.95,344.3,339.68,341.3
30/12/2021,MSFT,MICROSOFT CORP,15959250,339.32,343.13,338.82,341.91
31/12/2021,MSFT,MICROSOFT CORP,17945430,336.32,339.355,335.85,338.51
03/01/2022,MSFT,MICROSOFT CORP,28851230,334.75,338,329.78,335.35
04/01/2022,MSFT,MICROSOFT CORP,32641560,329.01,335.2,326.12,334.83
05/01/2022,MSFT,MICROSOFT CORP,39937810,316.38,326.07,315.98,325.86
06/01/2022,MSFT,MICROSOFT CORP,39554750,313.88,318.7,311.49,313.15
07/01/2022,MSFT,MICROSOFT CORP,32662130,314.04,316.5,310.09,314.15
10/01/2022,MSFT,MICROSOFT CORP,44229600,314.27,314.72,304.69,309.485
11/01/2022,MSFT,MICROSOFT CORP,29352940,314.98,316.61,309.89,313.38
12/01/2022,MSFT,MICROSOFT CORP,34331010,318.27,323.41,317.08,319.67
13/01/2022,MSFT,MICROSOFT CORP,45219760,304.8,320.88,304,320.466
14/01/2022,MSFT,MICROSOFT CORP,39815510,310.2,310.82,303.75,304.25
18/01/2022,MSFT,MICROSOFT CORP,42293260,302.65,309.8,301.74,304.07
19/01/2022,MSFT,MICROSOFT CORP,45814450,303.33,313.9093,302.7,306.29
20/01/2022,MSFT,MICROSOFT CORP,35183740,301.6,311.6494,301.14,309.07
21/01/2022,MSFT,MICROSOFT CORP,57033550,296.03,304.11,295.61,302.685
24/01/2022,MSFT,MICROSOFT CORP,85684140,296.37,297.11,276.05,292.2
25/01/2022,MSFT,MICROSOFT CORP,68025580,288.49,294.99,285.17,291.52
26/01/2022,MSFT,MICROSOFT CORP,90264810,296.71,308.5,293.03,307.985
27/01/2022,MSFT,MICROSOFT CORP,53313120,299.84,307.3,297.93,302.66
28/01/2022,MSFT,MICROSOFT CORP,49699170,308.26,308.48,294.45,300.23
31/01/2022,MSFT,MICROSOFT CORP,46367870,310.98,312.38,306.37,308.95
01/02/2022,MSFT,MICROSOFT CORP,40850260,308.76,310.63,305.1293,310.41
02/02/2022,MSFT,MICROSOFT CORP,36500820,313.46,315.12,308.88,309.63
03/02/2022,MSFT,MICROSOFT CORP,43559780,301.25,311.23,299.96,309.49
04/02/2022,MSFT,MICROSOFT CORP,35069790,305.94,308.8,299.97,300.21
07/02/2022,MSFT,MICROSOFT CORP,28477940,300.95,307.84,299.9,306.17
08/02/2022,MSFT,MICROSOFT CORP,32367270,304.56,305.561,299.95,301.25
09/02/2022,MSFT,MICROSOFT CORP,31248150,311.21,311.93,307.39,309.865
10/02/2022,MSFT,MICROSOFT CORP,45250110,302.38,309.12,300.7,304.04
11/02/2022,MSFT,MICROSOFT CORP,39127330,295.04,304.29,294.22,303.19
14/02/2022,MSFT,MICROSOFT CORP,36314640,295,296.76,291.35,293.77
15/02/2022,MSFT,MICROSOFT CORP,27058020,300.47,300.8,297.02,300.008
16/02/2022,MSFT,MICROSOFT CORP,29944730,299.5,300.87,293.68,298.365
17/02/2022,MSFT,MICROSOFT CORP,32383630,290.73,296.8,290,296.36
18/02/2022,MSFT,MICROSOFT CORP,34206900,287.93,293.86,286.305,293.05
22/02/2022,MSFT,MICROSOFT CORP,41678970,287.72,291.54,284.5,285
23/02/2022,MSFT,MICROSOFT CORP,37670530,280.27,291.7,280.1,290.18
24/02/2022,MSFT,MICROSOFT CORP,56905420,294.59,295.16,271.52,272.51
25/02/2022,MSFT,MICROSOFT CORP,32512590,297.31,297.63,291.655,295.14
28/02/2022,MSFT,MICROSOFT CORP,34584870,298.79,299.14,293,294.31
01/03/2022,MSFT,MICROSOFT CORP,31180910,294.95,299.97,292.15,296.4
02/03/2022,MSFT,MICROSOFT CORP,31846790,300.19,301.47,293.698,295.36
03/03/2022,MSFT,MICROSOFT CORP,27219500,295.92,303.13,294.05,302.89
04/03/2022,MSFT,MICROSOFT CORP,32349140,289.86,295.66,287.165,294.29
07/03/2022,MSFT,MICROSOFT CORP,43053800,278.91,289.69,278.53,288.53
08/03/2022,MSFT,MICROSOFT CORP,47954110,275.85,283.96,270,277.8
09/03/2022,MSFT,MICROSOFT CORP,35146640,288.5,289.6,280.78,283.44
10/03/2022,MSFT,MICROSOFT CORP,30591960,285.59,286.6,280.58,283.02
11/03/2022,MSFT,MICROSOFT CORP,27185140,280.07,289.51,279.43,287.96
14/03/2022,MSFT,MICROSOFT CORP,30594240,276.44,285.3992,275.82,280.34
15/03/2022,MSFT,MICROSOFT CORP,34205180,287.15,287.82,278.725,280.35
16/03/2022,MSFT,MICROSOFT CORP,37763350,294.39,294.57,283.2,289.11
17/03/2022,MSFT,MICROSOFT CORP,30787270,295.22,295.61,289.37,293.29
18/03/2022,MSFT,MICROSOFT CORP,43109060,300.43,301,292.73,295.37
21/03/2022,MSFT,MICROSOFT CORP,28244600,299.16,300.14,294.9,298.89
22/03/2022,MSFT,MICROSOFT CORP,27573850,304.06,305,298.77,299.8
23/03/2022,MSFT,MICROSOFT CORP,25678630,299.49,303.23,297.7201,300.51
24/03/2022,MSFT,MICROSOFT CORP,24435490,304.1,304.2,298.315,299.14
25/03/2022,MSFT,MICROSOFT CORP,22547940,303.68,305.5,299.2855,305.23
28/03/2022,MSFT,MICROSOFT CORP,29535140,310.7,310.8,304.33,304.33
29/03/2022,MSFT,MICROSOFT CORP,30370230,315.41,315.82,309.05,313.91
30/03/2022,MSFT,MICROSOFT CORP,28149160,313.86,315.95,311.58,313.76
31/03/2022,MSFT,MICROSOFT CORP,33372050,308.31,315.14,307.89,313.9
01/04/2022,MSFT,MICROSOFT CORP,27079880,309.42,310.13,305.54,309.37
04/04/2022,MSFT,MICROSOFT CORP,24283130,314.97,315.11,309.71,310.09
05/04/2022,MSFT,MICROSOFT CORP,23117680,310.88,314.865,309.87,313.27
06/04/2022,MSFT,MICROSOFT CORP,40039220,299.5,307,296.71,305.19
07/04/2022,MSFT,MICROSOFT CORP,31380790,301.37,303.65,296.35,296.66
08/04/2022,MSFT,MICROSOFT CORP,24340310,296.97,301.12,296.28,300.44
11/04/2022,MSFT,MICROSOFT CORP,34470020,285.26,292.61,285,291.79
12/04/2022,MSFT,MICROSOFT CORP,30919160,282.06,290.739,280.49,289.235
13/04/2022,MSFT,MICROSOFT CORP,21867690,287.62,288.58,281.3,282.73
14/04/2022,MSFT,MICROSOFT CORP,28053570,279.83,288.305,279.32,288.09
18/04/2022,MSFT,MICROSOFT CORP,20746000,280.52,282.46,278.34,278.91
19/04/2022,MSFT,MICROSOFT CORP,22262170,285.3,286.17,278.41,279.38
20/04/2022,MSFT,MICROSOFT CORP,22847700,286.36,289.7,285.3702,289.4
21/04/2022,MSFT,MICROSOFT CORP,29413640,280.81,293.3,280.06,288.58
22/04/2022,MSFT,MICROSOFT CORP,29345910,274.03,283.2,273.38,281.68
25/04/2022,MSFT,MICROSOFT CORP,35571050,280.72,281.11,270.77,273.29
26/04/2022,MSFT,MICROSOFT CORP,43493080,270.22,278.3599,270,277.5
27/04/2022,MSFT,MICROSOFT CORP,63334930,283.22,290.97,279.16,282.1
28/04/2022,MSFT,MICROSOFT CORP,33178620,289.63,290.98,281.4562,285.185
29/04/2022,MSFT,MICROSOFT CORP,37002890,277.52,289.88,276.5,288.61
02/05/2022,MSFT,MICROSOFT CORP,35089070,284.47,284.94,276.22,277.71
03/05/2022,MSFT,MICROSOFT CORP,25945320,281.78,284.13,280.15,283.96
04/05/2022,MSFT,MICROSOFT CORP,33510960,289.98,290.88,276.73,282.59
05/05/2022,MSFT,MICROSOFT CORP,43213350,277.35,286.35,274.34,285.54
06/05/2022,MSFT,MICROSOFT CORP,37737870,274.73,279.25,271.27,274.805
09/05/2022,MSFT,MICROSOFT CORP,47566630,264.58,272.36,263.32,270.06
10/05/2022,MSFT,MICROSOFT CORP,39281170,269.5,273.75,265.07,271.69
11/05/2022,MSFT,MICROSOFT CORP,44500750,260.55,271.36,259.3,265.68
12/05/2022,MSFT,MICROSOFT CORP,50942570,255.35,259.88,250.02,257.69
13/05/2022,MSFT,MICROSOFT CORP,34880570,261.12,263.04,255.35,257.35
16/05/2022,MSFT,MICROSOFT CORP,32493940,261.5,265.82,255.78,259.955
17/05/2022,MSFT,MICROSOFT CORP,28800090,266.82,268.33,262.46,266.11
18/05/2022,MSFT,MICROSOFT CORP,31270170,254.08,263.6,252.77,263
19/05/2022,MSFT,MICROSOFT CORP,32656540,253.14,257.67,251.88,253.9
20/05/2022,MSFT,MICROSOFT CORP,39108660,252.56,258.54,246.44,257.24
23/05/2022,MSFT,MICROSOFT CORP,33069000,260.65,261.5,253.43,255.49
24/05/2022,MSFT,MICROSOFT CORP,28984420,259.62,261.33,253.5,257.89
25/05/2022,MSFT,MICROSOFT CORP,28507130,262.52,264.58,257.125,258.14
26/05/2022,MSFT,MICROSOFT CORP,24964030,265.9,267.11,261.4294,262.27
27/05/2022,MSFT,MICROSOFT CORP,26863610,273.24,273.34,267.56,268.48
31/05/2022,MSFT,MICROSOFT CORP,37804310,271.87,274.77,268.93,272.53
01/06/2022,MSFT,MICROSOFT CORP,25264090,272.42,277.69,270.04,275.195
02/06/2022,MSFT,MICROSOFT CORP,43951340,274.58,274.65,261.6,264.45
03/06/2022,MSFT,MICROSOFT CORP,28042790,270.02,273.45,268.41,270.31
06/06/2022,MSFT,MICROSOFT CORP,22371710,268.75,274.18,267.22,272.06
07/06/2022,MSFT,MICROSOFT CORP,22831870,272.5,273.13,265.94,266.635
08/06/2022,MSFT,MICROSOFT CORP,17366850,270.41,273,269.61,271.71
09/06/2022,MSFT,MICROSOFT CORP,26262270,264.79,272.7081,264.63,267.78
10/06/2022,MSFT,MICROSOFT CORP,31414840,252.99,260.58,252.53,260.58
13/06/2022,MSFT,MICROSOFT CORP,46085480,242.26,249.0242,241.53,245.11
14/06/2022,MSFT,MICROSOFT CORP,28596120,244.49,245.74,241.51,243.86
15/06/2022,MSFT,MICROSOFT CORP,33049260,251.76,255.3,246.42,248.31
16/06/2022,MSFT,MICROSOFT CORP,33095230,244.97,247.4174,243.02,245.98
17/06/2022,MSFT,MICROSOFT CORP,42650380,247.65,250.5,244.03,244.7
21/06/2022,MSFT,MICROSOFT CORP,29901110,253.74,254.75,249.51,250.255
22/06/2022,MSFT,MICROSOFT CORP,25934640,253.13,257.17,250.37,251.89
23/06/2022,MSFT,MICROSOFT CORP,25837250,258.86,259.37,253.63,255.57
24/06/2022,MSFT,MICROSOFT CORP,33873190,267.7,267.98,261.72,261.808
27/06/2022,MSFT,MICROSOFT CORP,24593630,264.89,268.3,263.28,268.205
28/06/2022,MSFT,MICROSOFT CORP,27262350,256.48,266.91,256.32,263.98
29/06/2022,MSFT,MICROSOFT CORP,20039420,260.26,261.97,255.76,257.59
30/06/2022,MSFT,MICROSOFT CORP,31704000,256.83,259.53,252.9,257.05
01/07/2022,MSFT,MICROSOFT CORP,22820870,259.58,259.77,254.61,256.39
05/07/2022,MSFT,MICROSOFT CORP,22929340,262.85,262.98,254.74,256.16
06/07/2022,MSFT,MICROSOFT CORP,23803240,266.21,267.99,262.4,263.75
07/07/2022,MSFT,MICROSOFT CORP,20840510,268.4,269.055,265.02,265.12
08/07/2022,MSFT,MICROSOFT CORP,19643170,267.66,268.1,263.285,264.79
11/07/2022,MSFT,MICROSOFT CORP,19453810,264.51,266.53,262.18,265.65
12/07/2022,MSFT,MICROSOFT CORP,35801710,253.67,265.94,252.04,265.88
13/07/2022,MSFT,MICROSOFT CORP,29470830,252.72,253.55,248.11,250.19
14/07/2022,MSFT,MICROSOFT CORP,25066470,254.08,255.1374,245.94,250.57
15/07/2022,MSFT,MICROSOFT CORP,29564210,256.72,260.3699,254.7727,255.72
18/07/2022,MSFT,MICROSOFT CORP,20944960,254.25,260.84,253.3,259.75
19/07/2022,MSFT,MICROSOFT CORP,24921590,259.53,259.72,253.68,257.575
20/07/2022,MSFT,MICROSOFT CORP,22669550,262.27,264.87,258.91,259.9
21/07/2022,MSFT,MICROSOFT CORP,22359220,264.84,264.89,257.03,259.79
22/07/2022,MSFT,MICROSOFT CORP,21859150,260.36,265.33,259.07,265.24
25/07/2022,MSFT,MICROSOFT CORP,21001700,258.83,261.5,256.81,260.995
26/07/2022,MSFT,MICROSOFT CORP,36405930,251.9,259.88,249.57,259.86
27/07/2022,MSFT,MICROSOFT CORP,45965870,268.74,270.05,258.85,261.16
28/07/2022,MSFT,MICROSOFT CORP,33296550,276.41,277.84,267.87,269.75
29/07/2022,MSFT,MICROSOFT CORP,32122140,280.74,282,276.63,277.7
01/08/2022,MSFT,MICROSOFT CORP,21521720,278.01,281.28,275.84,277.82
02/08/2022,MSFT,MICROSOFT CORP,22732530,274.82,277.89,272.38,276
03/08/2022,MSFT,MICROSOFT CORP,23488660,282.47,283.5,276.61,276.76
04/08/2022,MSFT,MICROSOFT CORP,18074090,283.65,283.8,280.1677,281.8
05/08/2022,MSFT,MICROSOFT CORP,16764940,282.91,283.65,278.68,279.15
08/08/2022,MSFT,MICROSOFT CORP,18734430,280.32,285.92,279.32,284.05
09/08/2022,MSFT,MICROSOFT CORP,23377240,282.3,283.08,277.61,279.64
10/08/2022,MSFT,MICROSOFT CORP,24657780,289.16,289.81,286.94,288.17
11/08/2022,MSFT,MICROSOFT CORP,20041890,287.02,291.21,286.51,290.85
12/08/2022,MSFT,MICROSOFT CORP,22591450,291.91,291.91,286.94,288.48
15/08/2022,MSFT,MICROSOFT CORP,18070250,293.47,294.18,290.11,291
16/08/2022,MSFT,MICROSOFT CORP,18042390,292.71,294.04,290.42,291.99
17/08/2022,MSFT,MICROSOFT CORP,18235610,291.32,293.35,289.47,289.74
18/08/2022,MSFT,MICROSOFT CORP,17168730,290.17,291.91,289.08,290.189
19/08/2022,MSFT,MICROSOFT CORP,20532000,286.15,289.25,285.56,288.9
22/08/2022,MSFT,MICROSOFT CORP,24796510,277.75,282.46,277.22,282.08
23/08/2022,MSFT,MICROSOFT CORP,17511740,276.44,278.86,275.4,276.44
24/08/2022,MSFT,MICROSOFT CORP,18107610,275.79,277.23,275.11,275.41
25/08/2022,MSFT,MICROSOFT CORP,16555340,278.85,279.02,274.52,277.33
26/08/2022,MSFT,MICROSOFT CORP,27521370,268.09,280.34,267.98,279.08
29/08/2022,MSFT,MICROSOFT CORP,20318380,265.23,267.4,263.85,265.85
30/08/2022,MSFT,MICROSOFT CORP,22018120,262.97,267.05,260.66,266.67
31/08/2022,MSFT,MICROSOFT CORP,24434650,261.47,267.11,261.33,265.39
01/09/2022,MSFT,MICROSOFT CORP,23207120,260.4,260.89,255.41,258.87
02/09/2022,MSFT,MICROSOFT CORP,22834530,256.06,264.74,254.47,261.695
06/09/2022,MSFT,MICROSOFT CORP,21298420,253.25,257.83,251.94,256.2
07/09/2022,MSFT,MICROSOFT CORP,24104570,258.09,258.83,253.22,254.7
08/09/2022,MSFT,MICROSOFT CORP,20299560,258.52,260.43,254.79,257.51
09/09/2022,MSFT,MICROSOFT CORP,22080520,264.46,265.23,260.29,260.5
12/09/2022,MSFT,MICROSOFT CORP,18727610,266.65,267.45,265.16,265.78
13/09/2022,MSFT,MICROSOFT CORP,33144980,251.99,260.4,251.59,258.84
14/09/2022,MSFT,MICROSOFT CORP,23874790,252.22,254.23,249.86,253.53
15/09/2022,MSFT,MICROSOFT CORP,31431190,245.38,251.4,244.02,249.77
16/09/2022,MSFT,MICROSOFT CORP,39687190,244.74,245.3,242.0627,244.26
19/09/2022,MSFT,MICROSOFT CORP,26783380,244.52,245.14,240.85,242.465
20/09/2022,MSFT,MICROSOFT CORP,26571800,242.45,243.51,239.64,242.065
21/09/2022,MSFT,MICROSOFT CORP,28480470,238.95,247.66,238.9,244.27
22/09/2022,MSFT,MICROSOFT CORP,31015450,240.98,243.86,237.57,237.87
23/09/2022,MSFT,MICROSOFT CORP,34133280,237.92,241.13,235.2,239.54
26/09/2022,MSFT,MICROSOFT CORP,27598360,237.45,241.45,236.9,237.045
27/09/2022,MSFT,MICROSOFT CORP,26976200,236.41,241.8,234.5,239.98
28/09/2022,MSFT,MICROSOFT CORP,29007800,241.07,242.33,234.73,236.81
29/09/2022,MSFT,MICROSOFT CORP,27424040,237.5,239.95,234.41,238.89
30/09/2022,MSFT,MICROSOFT CORP,35659830,232.9,240.54,232.73,238.29
03/10/2022,MSFT,MICROSOFT CORP,28831150,240.74,241.61,234.66,235.41
04/10/2022,MSFT,MICROSOFT CORP,34841400,248.88,250.36,244.975,245.09
05/10/2022,MSFT,MICROSOFT CORP,20296880,249.2,250.58,244.1,245.99
06/10/2022,MSFT,MICROSOFT CORP,20187520,246.79,250.34,246.08,247.93
07/10/2022,MSFT,MICROSOFT CORP,37715000,234.24,241.32,233.17,240.902
10/10/2022,MSFT,MICROSOFT CORP,29713580,229.25,234.559,226.73,233.05
11/10/2022,MSFT,MICROSOFT CORP,30436090,225.41,229.06,224.11,227.62
12/10/2022,MSFT,MICROSOFT CORP,21881450,225.75,227.86,223.96,225.4
13/10/2022,MSFT,MICROSOFT CORP,42511230,234.24,236.1,219.13,219.85
14/10/2022,MSFT,MICROSOFT CORP,30176270,228.56,237.24,228.34,235.54
17/10/2022,MSFT,MICROSOFT CORP,28096830,237.53,238.96,235.135,235.82
18/10/2022,MSFT,MICROSOFT CORP,26268870,238.5,243.93,235.37,243.24
19/10/2022,MSFT,MICROSOFT CORP,19935850,236.48,239.61,234.29,237.04
20/10/2022,MSFT,MICROSOFT CORP,21735960,236.15,241.31,234.87,235.77
21/10/2022,MSFT,MICROSOFT CORP,26175350,242.12,243,234.5,234.74
24/10/2022,MSFT,MICROSOFT CORP,24854290,247.25,247.84,241.295,243.76
25/10/2022,MSFT,MICROSOFT CORP,31661610,250.66,251.04,245.83,247.26
26/10/2022,MSFT,MICROSOFT CORP,82483290,231.32,238.3,230.06,231.17
27/10/2022,MSFT,MICROSOFT CORP,40192380,226.75,233.69,225.78,231.04
28/10/2022,MSFT,MICROSOFT CORP,40604080,235.87,236.6,226.05,226.24
31/10/2022,MSFT,MICROSOFT CORP,28326020,232.13,234.92,231.15,233.76
01/11/2022,MSFT,MICROSOFT CORP,30557510,228.17,235.74,227.325,234.6
02/11/2022,MSFT,MICROSOFT CORP,38315600,220.1,231.3,220.04,229.46
03/11/2022,MSFT,MICROSOFT CORP,36524130,214.25,220.41,213.98,220.09
04/11/2022,MSFT,MICROSOFT CORP,36758920,221.39,221.59,213.431,217.55
07/11/2022,MSFT,MICROSOFT CORP,33449130,227.87,228.41,221.28,221.99
08/11/2022,MSFT,MICROSOFT CORP,28164010,228.87,231.65,225.84,228.7
09/11/2022,MSFT,MICROSOFT CORP,27796090,224.51,228.6327,224.33,227.37
10/11/2022,MSFT,MICROSOFT CORP,46212910,242.98,243.33,235,235.43
11/11/2022,MSFT,MICROSOFT CORP,34595210,247.11,247.99,241.93,242.99
14/11/2022,MSFT,MICROSOFT CORP,31095000,241.55,243.91,239.21,241.985
15/11/2022,MSFT,MICROSOFT CORP,31358590,241.97,247,240.03,245.66
16/11/2022,MSFT,MICROSOFT CORP,24066940,241.73,243.8,240.42,242.79
17/11/2022,MSFT,MICROSOFT CORP,23098220,241.68,243.25,237.63,237.78
18/11/2022,MSFT,MICROSOFT CORP,27586490,241.22,243.74,239.03,243.51
21/11/2022,MSFT,MICROSOFT CORP,26374340,242.05,244.67,241.19,241.43
22/11/2022,MSFT,MICROSOFT CORP,19649310,245.03,245.31,240.71,243.59
23/11/2022,MSFT,MICROSOFT CORP,19484650,247.58,248.28,244.27,245.105
25/11/2022,MSFT,MICROSOFT CORP,9200772,247.49,248.7,246.73,247.31
28/11/2022,MSFT,MICROSOFT CORP,24745250,241.76,246.65,240.8,246.08
29/11/2022,MSFT,MICROSOFT CORP,17930760,240.33,242.79,238.21,241.4
30/11/2022,MSFT,MICROSOFT CORP,47536710,255.14,255.33,239.86,240.57
01/12/2022,MSFT,MICROSOFT CORP,26019390,254.69,256.12,250.9156,253.87
02/12/2022,MSFT,MICROSOFT CORP,21520070,255.02,256.06,249.69,249.82
05/12/2022,MSFT,MICROSOFT CORP,23417050,250.2,253.819,248.06,252.01
06/12/2022,MSFT,MICROSOFT CORP,22448180,245.12,251.86,243.78,250.82
07/12/2022,MSFT,MICROSOFT CORP,20469070,244.37,246.16,242.205,244.83
08/12/2022,MSFT,MICROSOFT CORP,22593660,247.4,248.74,243.06,244.84
09/12/2022,MSFT,MICROSOFT CORP,20605900,245.42,248.31,244.16,244.695
12/12/2022,MSFT,MICROSOFT CORP,30643760,252.51,252.54,247.17,247.445
13/12/2022,MSFT,MICROSOFT CORP,42171780,256.92,263.915,253.07,261.69
14/12/2022,MSFT,MICROSOFT CORP,35376170,257.22,262.588,254.31,257.13
15/12/2022,MSFT,MICROSOFT CORP,35550210,249.01,254.2,247.34,253.72
16/12/2022,MSFT,MICROSOFT CORP,86061430,244.69,249.84,243.51,248.55
19/12/2022,MSFT,MICROSOFT CORP,29657560,240.45,245.21,238.71,244.86
20/12/2022,MSFT,MICROSOFT CORP,25105400,241.8,242.91,238.42,239.4
21/12/2022,MSFT,MICROSOFT CORP,23676470,244.43,245.615,240.11,241.69
22/12/2022,MSFT,MICROSOFT CORP,28634960,238.19,241.99,233.87,241.255
23/12/2022,MSFT,MICROSOFT CORP,21201150,238.73,238.87,233.9428,236.11
27/12/2022,MSFT,MICROSOFT CORP,16470960,236.96,238.93,235.83,238.7
28/12/2022,MSFT,MICROSOFT CORP,17435400,234.53,239.72,234.17,236.89
29/12/2022,MSFT,MICROSOFT CORP,19753140,241.01,241.92,235.65,235.65
30/12/2022,MSFT,MICROSOFT CORP,21928510,239.82,239.96,236.66,238.21
03/01/2023,MSFT,MICROSOFT CORP,25690460,239.58,245.75,237.4,243.08
04/01/2023,MSFT,MICROSOFT CORP,50329020,229.1,232.87,225.96,232.275
05/01/2023,MSFT,MICROSOFT CORP,39536620,222.31,227.55,221.7602,227.2
06/01/2023,MSFT,MICROSOFT CORP,43593970,224.93,225.7601,219.35,223
09/01/2023,MSFT,MICROSOFT CORP,27311530,227.12,231.2366,226.41,226.45
10/01/2023,MSFT,MICROSOFT CORP,26950100,228.85,231.31,227.33,227.755
11/01/2023,MSFT,MICROSOFT CORP,28627200,235.77,235.95,231.11,231.29
12/01/2023,MSFT,MICROSOFT CORP,27234820,238.51,239.9,233.56,235.26
13/01/2023,MSFT,MICROSOFT CORP,21312120,239.23,239.37,234.92,237.002
17/01/2023,MSFT,MICROSOFT CORP,29771850,240.35,240.91,237.09,237.97
18/01/2023,MSFT,MICROSOFT CORP,29796910,235.81,242.38,235.52,241.565
